duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,attack_category
54,tcp,telnet,sf,3256,36458,0,0,2,1,0,1,25,1,0,2,0,0,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,96,0.41,0.05,0.01,0.02,0.0,0.0,0.17,0.52,xterm,u2r
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1,0.16,0.0,0.84,1.0,0.0,1.0,0.0,255,1,0.0,0.94,0.0,0.0,0.14,0.0,0.86,1.0,satan,probe
988,tcp,telnet,sf,1773,32209,0,0,0,4,0,1,57,1,0,51,7,5,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,104,0.41,0.03,0.0,0.0,0.33,0.77,0.02,0.01,rootkit,u2r
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1,0.05,0.0,0.95,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,saint,probe
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0.0,0.95,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0,saint,probe
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1,0.02,0.0,0.98,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.95,1.0,satan,probe
0,udp,private,sf,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,snmpgetattack,r2l
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1,0.04,0.0,0.96,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,saint,probe
0,udp,private,sf,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,snmpguess,r2l
0,udp,private,sf,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,snmpgetattack,r2l
373,tcp,telnet,sf,2954,4768,0,0,0,0,0,1,3,0,0,1,6,0,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,13,0.05,0.72,0.0,0.0,0.0,0.0,0.69,0.08,buffer_overflow,u2r
0,tcp,ftp_data,sf,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,14,1.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,warezmaster,r2l
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,0.05,0.0,0.95,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0,saint,probe
0,tcp,imap4,s0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4,86,0.5,0.5,0.25,0.03,1.0,1.0,0.0,0.0,mscan,probe
0,icmp,eco_i,sf,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,195,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,saint,probe
0,tcp,ftp_data,sf,0,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,11,1.0,0.0,1.0,0.27,0.0,0.0,0.0,0.0,ps,u2r
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.16,0.0,0.84,1.0,0.0,1.0,0.0,255,1,0.0,0.95,0.0,0.0,0.15,0.0,0.85,1.0,satan,probe
0,udp,private,sf,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,snmpgetattack,r2l
0,icmp,ecr_i,sf,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,dos
61,tcp,telnet,sf,195,2051,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97,29,0.3,0.03,0.01,0.0,0.01,0.03,0.0,0.0,ps,u2r
0,icmp,eco_i,sf,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,254,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,ipsweep,probe
4,tcp,pop_3,sf,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,guess_passwd,r2l
0,tcp,ftp_data,sf,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,52,0.2,0.03,0.2,0.0,0.2,0.0,0.02,0.0,rootkit,u2r
0,icmp,ecr_i,sf,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,dos
0,icmp,ecr_i,sf,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,dos
0,tcp,http,sf,204,7132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,35,0.0,0.0,0.0,0.0,1.0,0.0,0.11,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal
0,tcp,other,rej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,1,0.05,0.0,0.95,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0,saint,probe
0,icmp,ecr_i,sf,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,dos
0,udp,private,sf,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal
0,icmp,ecr_i,sf,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,dos
31,tcp,telnet,sf,197,1608,0,0,0,1,0,1,1,0,0,1,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,248,32,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,ps,u2r
192,tcp,telnet,sf,1713,18570,0,0,0,3,0,1,49,1,0,45,2,1,2,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151,32,0.04,0.03,0.01,0.06,0.0,0.0,0.0,0.53,buffer_overflow,u2r
0,udp,private,sf,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,snmpguess,r2l
30,tcp,telnet,sf,137,1403,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235,17,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,buffer_overflow,u2r
0,tcp,ftp_data,sf,3346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,49,0.19,0.03,0.19,0.0,0.32,0.0,0.02,0.0,rootkit,u2r
0,icmp,ecr_i,sf,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,dos
0,udp,private,sf,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,snmpgetattack,r2l
0,udp,private,sf,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,180,179,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,snmpgetattack,r2l
0,tcp,http,sf,213,2543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,25,0.0,0.0,0.0,0.0,1.0,0.0,0.08,102,253,1.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,normal,normal
40,tcp,telnet,sf,258,2625,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,2,0.04,0.21,0.04,1.0,0.0,0.0,0.07,0.0,perl,u2r
0,tcp,private,rstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,183,1,0.01,0.66,0.65,0.0,0.0,0.0,0.66,1.0,portsweep,probe
